product_id,model_name,paradigm,horizon,MAE,RMSE,SMAPE
P11003,mlp,local,250,19.334148700420677,26.242466802166167,11.793555924180884
P11003,lstm,local,1,5.033578222924536,6.376515959186695,3.6005365794235464
P11003,lstm,local,20,7.857822907276643,11.026176357381615,5.468253200503657
P11003,lstm,local,60,7.580162076286344,10.379373380357896,5.18513385283795
P11003,lstm,local,120,13.567043374309607,14.621219874091484,8.888697005277471
P11003,lstm,local,250,15.422844911232971,19.162059370045423,9.963996430772072
P11003,gru,local,1,5.037904117570255,6.717160496370595,3.599303991169191
P11003,gru,local,20,7.20382327125186,9.860711800534544,5.061021816157491
P11003,gru,local,60,7.745119199648008,10.794237024844431,5.305807029497807
P11003,gru,local,120,11.19608896555918,12.315945327289608,7.346538742893729
P11003,gru,local,250,15.506332732818938,18.116181022657955,10.02350254642241
P11004,baseline,local,1,0.2014652014652014,1.0910894511799618,0.1472696540779105
P11004,baseline,local,20,4.670329670329671,7.431001293216158,3.386116166971389
P11004,baseline,local,60,7.8388278388278385,10.403929942178497,5.529771056690723
P11004,baseline,local,120,11.556776556776557,15.57505754668077,7.800105744008915
P11004,baseline,local,250,13.992673992673993,16.73976643265312,9.495377907598156
P11004,arima,local,1,0.2084122773777948,1.0917379442245445,0.152375405551719
P11004,arima,local,20,4.669675562532705,7.426260622052174,3.385552542075754
P11004,arima,local,60,7.843406593406593,10.407460236001532,5.533079850312598
P11004,arima,local,120,11.560047095761382,15.577415957231558,7.802479211547297
P11004,arima,local,250,13.992019884877028,16.7390302697746,9.49502241258464
P11004,lightgbm,local,1,1.569198873117502,1.866583059069284,1.1230695665194688
P11004,lightgbm,local,20,8.275148307630642,11.404272438811878,5.716426227998186
P11004,lightgbm,local,60,13.260368333694666,19.82903229212866,8.61867277819741
P11004,lightgbm,local,120,14.814615721437075,17.640386283077277,9.557268651448672
P11004,lightgbm,local,250,19.892470160848248,23.681890018572705,12.473187970444338
P11004,random_forest,local,1,0.976072267178266,1.4750895920299572,0.7058681328710074
P11004,random_forest,local,20,12.263006161890276,20.021030489597337,8.068237112222937
P11004,random_forest,local,60,13.414419941521846,20.07412115761953,8.737948806892508
P11004,random_forest,local,120,17.77983077666288,21.443536974155176,11.328255917898613
P11004,random_forest,local,250,19.73146352527572,23.984227855030117,12.357910534443391
P11004,mlp,local,1,2.748309069064074,3.706808789078835,1.9899783432710647
P11004,mlp,local,20,7.433882437346182,9.124600793899056,5.2542806248944185
P11004,mlp,local,60,10.61671889308608,13.917789485063569,7.127143892119394
P11004,mlp,local,120,15.296549814524669,16.690890022087657,9.943930890689154
P11004,mlp,local,250,24.5640382871523,28.865289391508064,14.91184574299707
